iter	F1	Logloss
308	0.9468454511	0.09556704268
309	0.9468960359	0.09553530106
310	0.9470028849	0.09535568404
311	0.9472109425	0.09527717025
312	0.9471603355	0.09526934943
313	0.9471603355	0.09526556633
314	0.9472728244	0.09518736538
315	0.9473796677	0.09511313668
316	0.9473178029	0.09504694705
317	0.9473178029	0.09504162162
318	0.9473178029	0.09498870921
319	0.947374045	0.09493566584
320	0.9474358974	0.09476612495
321	0.9473796677	0.09470733419
322	0.9474358974	0.0946227238
323	0.9474415127	0.09455030662
324	0.9474415127	0.09454437734
325	0.9474415127	0.09448577573
326	0.9474415127	0.09438366853
327	0.9476663463	0.09428042639
328	0.9476101469	0.09420814016
329	0.9476101469	0.09420631409
330	0.9476607562	0.09414016084
331	0.9477169559	0.09406313119
332	0.9477169559	0.09405325877
333	0.9477169559	0.09399848391
334	0.9477731496	0.09394814691
335	0.947823765	0.09387789046
336	0.947823765	0.09381950711
337	0.947711371	0.09379795801
338	0.947936135	0.09359490035
339	0.9480991029	0.09338207212
340	0.9481552672	0.09331535868
341	0.9482058949	0.09324086807
342	0.9482058949	0.09313123105
343	0.9483237241	0.09308321484
344	0.9483688398	0.09299909916
345	0.9486495143	0.09289085897
346	0.9486549957	0.09284172965
347	0.9487617421	0.09277880659
348	0.9488630298	0.09273837839
349	0.9488630298	0.09273051391
350	0.948817847	0.09258676355
351	0.9485427565	0.09251775843
352	0.9485427565	0.09245029565
353	0.9485988791	0.09240137004
354	0.9486549957	0.09237018133
355	0.948930039	0.09219161193
356	0.9489861259	0.09209169456
357	0.9490422069	0.0920183025
358	0.9492664711	0.09193239713
359	0.9492158327	0.09186983055
360	0.9493279283	0.09172635664
361	0.94944	0.09166022522
362	0.9493839671	0.09155349827
363	0.9493279283	0.09149905807
364	0.9493279283	0.09149547868
365	0.9493785672	0.09146925164
366	0.9493785672	0.09141906014
367	0.9493785672	0.09138362272
368	0.9495412844	0.0912947418
369	0.9496533333	0.09124481221
370	0.94976	0.09117506502
371	0.94976	0.09110221861
372	0.94976	0.09097934802
373	0.94976	0.0909163813
374	0.94976	0.09091359491
375	0.9498160098	0.09084524456
376	0.9499840034	0.09076248934
377	0.9499786689	0.09070800548
378	0.9499786689	0.09064904739
379	0.9499786689	0.09056884576
380	0.9500346611	0.09048561038
381	0.9500906473	0.09045875041
382	0.9500906473	0.09036527884
383	0.9500906473	0.09034449364
384	0.9500906473	0.0903377932
385	0.9500453164	0.09027791843
386	0.9501466276	0.09027224379
387	0.9500959693	0.09023348888
388	0.9500906473	0.09018633842
389	0.9502026018	0.0901493441
390	0.9502638733	0.0900800698
391	0.9503198294	0.09000407323
392	0.9503704888	0.08997204059
393	0.9503145325	0.08994082278
394	0.9503704888	0.08993492261
395	0.9503757795	0.08989060219
396	0.9503757795	0.08988815772
397	0.9503757795	0.08983125851
398	0.9504317237	0.08969278266
399	0.9506554407	0.08960371258
400	0.9506554407	0.08960137724
401	0.9506659563	0.08950225286
402	0.9506659563	0.08950148169
403	0.9506659563	0.08949836064
404	0.9506659563	0.08946258856
405	0.9506659563	0.08946110442
406	0.9506100485	0.08942935552
407	0.9505594033	0.08937701785
408	0.9506659563	0.08923479527
409	0.9506659563	0.08923264909
410	0.9506659563	0.08921019788
411	0.9506153109	0.0891804351
412	0.9506153109	0.08917904554
413	0.9506153109	0.08917836167
414	0.9506712124	0.08911776666
415	0.9506205721	0.08904914713
416	0.9506659563	0.08896738133
417	0.9507218582	0.08896308898
418	0.9506659563	0.08891390873
419	0.9506712124	0.0888633462
420	0.9506153109	0.08885957766
421	0.9506712124	0.08881509718
422	0.9506712124	0.08874318199
423	0.9506712124	0.08874126862
424	0.9506205721	0.08870305935
425	0.9506205721	0.08869958181
426	0.9506712124	0.08865622171
427	0.9506712124	0.08860241445
428	0.9506712124	0.08853286369
429	0.9506712124	0.08853054291
430	0.9507271081	0.08846509535
431	0.9507271081	0.08846358939
432	0.9507271081	0.08846004638
433	0.9507271081	0.08842722075
434	0.9508336441	0.08839896393
435	0.9508895281	0.08837885532
436	0.9510415002	0.08831338594
437	0.9510415002	0.08824495556
438	0.9510415002	0.08820056966
439	0.9511480475	0.08811844739
440	0.9511480475	0.08811804725
441	0.9510973791	0.08807827382
442	0.9510973791	0.08806509846
443	0.9510973791	0.08806199923
444	0.9510973791	0.08800153518
445	0.9510973791	0.08795322068
446	0.9510973791	0.08787825719
447	0.9510973791	0.08787048729
448	0.951153252	0.08779414151
449	0.9513156493	0.08772640227
450	0.95126498	0.08768151439
451	0.9514273541	0.08761115608
452	0.9514273541	0.08753051067
453	0.9514273541	0.08752707678
454	0.9514273541	0.0874558891
455	0.9514325274	0.08738519614
456	0.9514325274	0.08738211146
457	0.9514883647	0.08737917229
458	0.9514325274	0.08728608631
459	0.9515897108	0.0872322645
460	0.9515897108	0.08715572956
461	0.9516455427	0.08709867757
462	0.9516455427	0.08709616763
463	0.9517013685	0.08703531072
464	0.9517013685	0.08698938248
465	0.9516962241	0.08695933597
466	0.951970181	0.08686212496
467	0.9520766773	0.08679648825
468	0.9520766773	0.08676233854
469	0.9521324743	0.08675999593
470	0.9521324743	0.08671429322
471	0.9521324743	0.08664669949
472	0.9521324743	0.08661138574
473	0.9521831736	0.0865543192
474	0.9521273763	0.08649620503
475	0.9521273763	0.08646759173
476	0.9521831736	0.08641422826
477	0.9521324743	0.08636970413
478	0.9521324743	0.08635141432
479	0.9521324743	0.08630936376
480	0.9521882654	0.08629631208
481	0.9522389649	0.0862496636
482	0.9522947503	0.08621971894
483	0.9522389649	0.08621752911
484	0.9522947503	0.08619786429
485	0.9522491349	0.08614330041
486	0.9522491349	0.08614196177
487	0.9522491349	0.08608246532
488	0.9522491349	0.08605253521
489	0.9523606749	0.08602462033
490	0.9523606749	0.08599600703
491	0.9523049079	0.0859523632
492	0.9523099851	0.0859018516
493	0.9523606749	0.0858672872
494	0.952416436	0.08583893581
495	0.952416436	0.08583772085
496	0.9523657459	0.08580254534
497	0.9523657459	0.08579940973
498	0.9524721912	0.08574151382
499	0.9525279404	0.0856222299
500	0.9525836837	0.08559510801
501	0.9526901176	0.0855798083
502	0.9527458493	0.0855202391
503	0.9528015751	0.08548173882
504	0.9529079977	0.08544640325
505	0.9528522776	0.08539330896
506	0.9529637118	0.08530271109
507	0.9530194201	0.08527179884
508	0.9530194201	0.08524567365
509	0.9530194201	0.08518191394
510	0.9530194201	0.08515274773
511	0.9529637118	0.08512292675
512	0.9530701288	0.08507877366
513	0.9530701288	0.08507857723
514	0.9530701288	0.08505992365
515	0.9530701288	0.0850330855
516	0.9531258313	0.08497223586
517	0.9531765457	0.08495687795
518	0.9532372187	0.08490454755
519	0.9532372187	0.08486594542
520	0.9532372187	0.08482333467
521	0.9532372187	0.08477673712
522	0.9533386539	0.08474949883
523	0.9532829626	0.08472457405
524	0.9533386539	0.0847226243
525	0.9533943392	0.0846684169
526	0.9534500186	0.08456996911
527	0.9534500186	0.08456881963
528	0.9533992978	0.08453555022
529	0.9533992978	0.08450121135
530	0.9535155834	0.0844737257
531	0.9535155834	0.08447132489
532	0.9535155834	0.08447116484
533	0.9535662997	0.08445741474
534	0.9535662997	0.08444549799
535	0.9536170213	0.08441657186
536	0.953672677	0.0844004064
537	0.9537839706	0.08433021542
538	0.9537839706	0.08433006992
539	0.9537839706	0.08425523738
540	0.9537839706	0.08425510642
541	0.9537839706	0.08423464861
542	0.9537839706	0.08418854576
543	0.9537332482	0.08416582536
544	0.9537332482	0.08414676438
545	0.9537332482	0.08414473461
546	0.9537332482	0.0841437088
547	0.9537839706	0.08406982931
548	0.9537283268	0.08405207786
549	0.953672677	0.08403356979
550	0.953672677	0.08403344612
551	0.9537283268	0.08403250762
552	0.9537283268	0.08403239849
553	0.9537283268	0.08403231846
554	0.9537332482	0.08401457429
555	0.9537332482	0.08397569571
556	0.9537332482	0.08395783513
557	0.9537332482	0.08395694756
558	0.9537888859	0.08389946633
559	0.9537332482	0.08386055137
560	0.9538445177	0.08382344793
561	0.9538445177	0.08377551174
562	0.9539001436	0.08375307507
563	0.9539001436	0.08372939435
564	0.9539001436	0.08372848495
565	0.9539001436	0.08369440799
566	0.9538952406	0.08363589369
567	0.9538952406	0.08363503521
568	0.9539508667	0.08362296568
569	0.9539459689	0.08358472004
570	0.9538952406	0.08353844987
571	0.9538952406	0.08353319719
572	0.9538952406	0.08353188038
573	0.9538952406	0.0835157513
574	0.9540064869	0.08351458727
575	0.9538952406	0.08349648661
576	0.9537938002	0.08346379193
577	0.9537938002	0.08346215502
578	0.9537938002	0.08344908879
579	0.9539557635	0.08340829683
580	0.9539099463	0.0833862603
581	0.9540211556	0.08334789825
582	0.9541225878	0.08332577442
583	0.9540669856	0.08328514979
584	0.9540113775	0.0832341944
585	0.954071869	0.08315538233
586	0.954071869	0.08315474212
587	0.9541781841	0.0831066677
588	0.9541781841	0.08310559097
589	0.9541781841	0.08310497258
590	0.9542386394	0.08305483929
591	0.9541781841	0.08299607763
592	0.9541781841	0.08293402758
593	0.9541781841	0.08290618545
594	0.9541781841	0.08290490502
595	0.9541781841	0.08290345726
596	0.9541781841	0.08289436328
597	0.9542844993	0.08284984643
598	0.9542844993	0.08280645723
599	0.9542844993	0.08274015848
600	0.954340084	0.08269173486
601	0.9543956628	0.08263843686
602	0.954340084	0.0826024829
603	0.9544512357	0.0825671255
604	0.954456077	0.08252106631
605	0.954456077	0.08244218877
606	0.954456077	0.08243783821
607	0.9545068027	0.0823850422
608	0.9545068027	0.08237207055
609	0.9545623638	0.08236623585
610	0.9546130952	0.08233441419
611	0.9546130952	0.0823159716
612	0.954617919	0.08228780936
613	0.9546734683	0.08227678746
614	0.9546734683	0.08227506324
615	0.9546734683	0.08225611139
616	0.9547290117	0.0822379598
617	0.9548956064	0.08219203884
618	0.9548956064	0.08219081661
619	0.9548956064	0.08218442172
620	0.9548956064	0.08213509598
621	0.9549511262	0.08211188814
622	0.9549511262	0.0820697139
623	0.9548448789	0.08201882399
624	0.9549003984	0.0819145997
625	0.954955912	0.08191413409
626	0.954955912	0.08190878683
627	0.9550114198	0.08189201753
628	0.9550114198	0.08183874136
629	0.9550669216	0.08181748327
630	0.9550114198	0.08179338786
631	0.954955912	0.08175600796
632	0.9549003984	0.08170356116
633	0.9549003984	0.08166037567
634	0.954955912	0.08163155139
635	0.954955912	0.08158135262
636	0.954955912	0.08157185123
637	0.954955912	0.08152314387
638	0.954955912	0.08150593806
639	0.954955912	0.08150444665
640	0.9550114198	0.08146250521
641	0.9550114198	0.08145962424
642	0.9551683841	0.08142001814
643	0.9551176502	0.08136875719
644	0.9551176502	0.08135639666
645	0.9551176502	0.08131670325
646	0.9551176502	0.08130709273
647	0.9551176502	0.0812996866
648	0.9551176502	0.08127560574
649	0.9551731464	0.08122283155
650	0.9552286367	0.0812098599
651	0.9552286367	0.08119832146
652	0.9552286367	0.08117195619
653	0.9552286367	0.08112356894
654	0.9552286367	0.08109262031
655	0.9553950722	0.08105574968
656	0.9553950722	0.08104937662
657	0.9553950722	0.08102890425
658	0.9553950722	0.08101236048
659	0.9554458074	0.08097205596
660	0.9554458074	0.08095328599
661	0.9555012744	0.08091140275
662	0.9555012744	0.080878759
663	0.9555012744	0.08084983287
664	0.9555567355	0.08082298016
665	0.9556121907	0.08079342109
666	0.9556121907	0.08079302096
667	0.9555567355	0.08075329118
668	0.95566764	0.08073466671
669	0.955778521	0.08071363415
670	0.9557230835	0.08067698905
671	0.9557230835	0.08066583619
672	0.9557230835	0.08065538175
673	0.9557230835	0.08064310124
674	0.9557230835	0.08063235579
675	0.9557230835	0.08062625191
676	0.955778521	0.08059199307
677	0.955778521	0.0805820479
678	0.955778521	0.08057171713
679	0.9558339526	0.08056410002
680	0.9558339526	0.0805583017
681	0.9558339526	0.08055533342
682	0.9557832157	0.08052936829
683	0.9558940608	0.08049053336
684	0.9558940608	0.08046432087
685	0.9558940608	0.08045371365
686	0.9560002123	0.08041941843
687	0.9560048824	0.08039340965
688	0.9559541499	0.08038487586
689	0.9559494746	0.08034219963
690	0.9559494746	0.08034147211
691	0.9559494746	0.08034117383
692	0.9558987422	0.08031099636
693	0.9558987422	0.08029892683
694	0.9559494746	0.08025780022
695	0.9559494746	0.08024907
696	0.9558940608	0.08023510165
697	0.9558940608	0.08019771447
698	0.9559494746	0.080173168
699	0.9559494746	0.08013934567
700	0.9558940608	0.08009802263
701	0.9558940608	0.08006902374
702	0.9559494746	0.08001226276
703	0.9559494746	0.08000340886
704	0.9559494746	0.07995699319
705	0.9559494746	0.07995698591
706	0.9559494746	0.07991151601
707	0.9559494746	0.07986675908
708	0.9560602844	0.07983290037
709	0.9561156806	0.07982991755
710	0.9561156806	0.07982991027
711	0.9561710708	0.07979272681
712	0.9561710708	0.07979274136
713	0.9561710708	0.07979272681
714	0.9561710708	0.07977341119
715	0.9561710708	0.07973241553
716	0.9562264551	0.07972413637
717	0.9562264551	0.0796916745
718	0.9562264551	0.07968658915
719	0.9562264551	0.07968630541
720	0.9562818336	0.07965002407
721	0.9562818336	0.07962737642
722	0.9563372062	0.07959487818
723	0.9563372062	0.07959011293
724	0.9563372062	0.07959010566
725	0.9563925729	0.07954577796
726	0.9563925729	0.07953452325
727	0.9563925729	0.07952622227
728	0.9563925729	0.07948877689
729	0.9563925729	0.07948374974
730	0.9563925729	0.07947494677
731	0.9563971992	0.07945338312
732	0.9563971992	0.07945310667
733	0.9563971992	0.07944249945
734	0.9565032888	0.07940118368
735	0.9565032888	0.07937874701
736	0.9565032888	0.07937411272
737	0.9565032888	0.07937387991
738	0.9565032888	0.07937364711
739	0.9565632458	0.07932965407
740	0.9565632458	0.07931162616
741	0.9565678528	0.07928313654
742	0.9565678528	0.07926909544
743	0.9565678528	0.07926910271
744	0.9565678528	0.07926153652
745	0.9565678528	0.07926150015
746	0.9565678528	0.07922902372
747	0.9566739142	0.07920426627
748	0.9566739142	0.07920425172
749	0.9566739142	0.0791647693
750	0.9566739142	0.07916366347
751	0.9566739142	0.07910394876
752	0.9567292396	0.07907625941
753	0.9566739142	0.07904600192
754	0.9566739142	0.07904578366
755	0.9566739142	0.07904578366
756	0.9567292396	0.07902502756
757	0.9567845591	0.07897621108
758	0.9567845591	0.07897442866
759	0.9568398727	0.07892517566
760	0.9568398727	0.0789215017
761	0.9568398727	0.07892131254
762	0.9568398727	0.07892110884
763	0.9568398727	0.07889926873
764	0.9568398727	0.07887314355
765	0.9568398727	0.07885396616
766	0.9568398727	0.07884781863
767	0.9568398727	0.07883334102
768	0.9568398727	0.0788319078
769	0.9568398727	0.07882693885
770	0.9568398727	0.07877804234
771	0.9568398727	0.07877743123
772	0.9568398727	0.07877620172
773	0.9568398727	0.07877606349
774	0.9568398727	0.07877135645
775	0.9568398727	0.0787416155
776	0.9568398727	0.07874145544
777	0.9568951805	0.07869458871
778	0.9568951805	0.0786714027
779	0.9568444492	0.07866221414
780	0.9568444492	0.07865931861
781	0.9568444492	0.07865410231
782	0.9568444492	0.07865396408
783	0.9568951805	0.07859461313
784	0.9568444492	0.07858944775
785	0.9568444492	0.07857151442
786	0.9568997508	0.07855582912
787	0.9568997508	0.07855584367
788	0.9568997508	0.07852799427
789	0.9568997508	0.07849185843
790	0.9570103366	0.07843763648
791	0.9570103366	0.07841981956
792	0.9570103366	0.07839440006
793	0.9570103366	0.07838764869
794	0.9569550466	0.07836721998
795	0.9570103366	0.07834596916
796	0.9571208989	0.07832212111
797	0.9571208989	0.07831344909
798	0.9571208989	0.07830769442
799	0.9571208989	0.0783067923
800	0.9571208989	0.0783066759
801	0.9570656207	0.07827151493
802	0.9571208989	0.07825461468
803	0.9571761713	0.07824226869
804	0.9571208989	0.07821827513
805	0.9571208989	0.07821797685
806	0.9571208989	0.07818456921
807	0.9571716315	0.07817373646
808	0.9571716315	0.07815442084
809	0.9571716315	0.07815431899
810	0.9571716315	0.07813140944
811	0.9572269041	0.07809791449
812	0.9572269041	0.07809780536
813	0.9573329093	0.0780520299
814	0.9574434257	0.07802059383
815	0.9574434257	0.07801307857
816	0.9574434257	0.07799717502
817	0.9574434257	0.07799598916
818	0.9573926868	0.07797872515
819	0.9573926868	0.07795051199
820	0.9573926868	0.07794720905
821	0.9573926868	0.07790038597
822	0.9573926868	0.07787380972
823	0.9573926868	0.07787370787
824	0.9573881704	0.07783456738
825	0.9573881704	0.0778344728
826	0.9574434257	0.07778860277
827	0.9574434257	0.07778019993
828	0.9575494197	0.07775835255
829	0.95749417	0.07773173265
830	0.9575494197	0.07770055121
831	0.95749417	0.07769807765
832	0.95749417	0.07768390559
833	0.95749417	0.07767496439
834	0.9574986751	0.07762704276
835	0.9574986751	0.07759537388
836	0.9574986751	0.07758872436
837	0.9576091564	0.07756094771
838	0.9576091564	0.07753717241
839	0.9576091564	0.07753657584
840	0.9576643883	0.07749829382
841	0.9577748344	0.07746078298
842	0.9577748344	0.07745657792
843	0.9578300487	0.07744271869
844	0.9578300487	0.07741390169
845	0.9578300487	0.07738396431
846	0.9578300487	0.07738386245
847	0.9578300487	0.07734809037
848	0.9578300487	0.07733346725
849	0.9578300487	0.07732902212
850	0.9579404598	0.07727709913
851	0.9578897187	0.07727405083
852	0.9578897187	0.07727042051
853	0.9578897187	0.07726310168
854	0.9578897187	0.07724096329
855	0.9579449153	0.07723707107
856	0.9579449153	0.07720491475
857	0.9580001059	0.07715868823
858	0.9581060325	0.07714712797
859	0.9581060325	0.07714699701
860	0.9581060325	0.07714018017
861	0.9580552908	0.07714010741
862	0.9581060325	0.0771395254
863	0.9580045544	0.07710346231
864	0.9580045544	0.07708492514
865	0.9580045544	0.07706753018
866	0.9580045544	0.07706383439
867	0.9580045544	0.07705530787
868	0.9580045544	0.07705204131
869	0.9580045544	0.07704732699
870	0.9580045544	0.0770457701
871	0.9580045544	0.07704228529
872	0.9580045544	0.07703918606
873	0.9580045544	0.0770239591
874	0.9580045544	0.0769884271
875	0.9580045544	0.0769871685
876	0.9580045544	0.07697285093
877	0.9580045544	0.07695860612
878	0.9580045544	0.07695496853
879	0.9580045544	0.07695381905
