iter	F1	Logloss
880	0.9580045544	0.07695344802
881	0.9580045544	0.07695034879
882	0.9580045544	0.07694318273
883	0.9580045544	0.07693524551
884	0.9580045544	0.07693478717
885	0.9580045544	0.07692978912
886	0.9580045544	0.07690193244
887	0.9580045544	0.07690185969
888	0.9580045544	0.07689907329
889	0.9580045544	0.07689516652
890	0.9580045544	0.07689264931
891	0.9580045544	0.0768764402
892	0.9579493698	0.07687592366
893	0.958114906	0.07683704507
894	0.9580045544	0.07682058861
895	0.9580045544	0.07681913357
896	0.9580597331	0.07678157907
897	0.9580597331	0.07677602083
898	0.9580597331	0.07676789445
899	0.9580045544	0.07674381359
900	0.958114906	0.07671630612
901	0.958114906	0.0766916869
902	0.958114906	0.07666180772
903	0.9581700731	0.07664710457
904	0.9581700731	0.07664682084
905	0.9581700731	0.07664084791
906	0.9581700731	0.07664012767
907	0.9581700731	0.07661913149
908	0.9581700731	0.07661451175
909	0.9581700731	0.07658857571
910	0.9581700731	0.07658822651
911	0.9581700731	0.07658772452
912	0.9580597331	0.07656872174
913	0.9580597331	0.0765661827
914	0.958114906	0.0765651278
915	0.9580597331	0.07654883866
916	0.9580597331	0.07653989018
917	0.9580597331	0.07653751847
918	0.958114906	0.07651425971
919	0.9581700731	0.07651193893
920	0.958114906	0.07647907692
921	0.9581700731	0.07645941937
922	0.9582296575	0.07642372004
923	0.9582296575	0.07641191242
924	0.9582296575	0.07637059665
925	0.9582848068	0.0763340243
926	0.9582848068	0.07632981924
927	0.9582848068	0.07632734568
928	0.9581745023	0.07630202077
929	0.9581745023	0.07630084219
930	0.9581745023	0.07629972908
931	0.9581745023	0.07629517482
932	0.9581745023	0.07628326534
933	0.9582296575	0.0762569801
934	0.9582296575	0.07622761746
935	0.9583399502	0.0762155552
936	0.9583950879	0.07617030356
937	0.9583950879	0.07616536371
938	0.9583950879	0.07616406873
939	0.9583950879	0.07616345761
940	0.9583950879	0.07616263552
941	0.9583950879	0.07616257731
942	0.9583399502	0.07614487679
943	0.9583950879	0.07614418565
944	0.9583399502	0.07612803474
945	0.9583399502	0.07612770736
946	0.9583950879	0.07610820259
947	0.9584502197	0.07609814829
948	0.9584502197	0.07605638145
949	0.9583950879	0.07604116904
950	0.9584502197	0.0760325916
951	0.9584502197	0.07601495656
952	0.9584502197	0.07601320324
953	0.9585053456	0.07597049791
954	0.9584502197	0.07593204128
955	0.9584502197	0.07593027341
956	0.9584502197	0.07592795263
957	0.9585053456	0.07592315101
958	0.9585053456	0.07591942611
959	0.9585053456	0.07591800018
960	0.958556079	0.07588422877
961	0.958556079	0.07587251573
962	0.9585009528	0.07586532785
963	0.9585009528	0.07586385826
964	0.958556079	0.07583182562
965	0.958556079	0.07582105108
966	0.958556079	0.07580472556
967	0.958556079	0.07580202647
968	0.958556079	0.07580124803
969	0.9586111993	0.07575643289
970	0.9586619383	0.07569579423
971	0.9586619383	0.07569575058
972	0.9586619383	0.07569387359
973	0.9586619383	0.0756500115
974	0.9586619383	0.07563986262
975	0.9586619383	0.07561538162
976	0.9586619383	0.07561412302
977	0.958717053	0.07561272618
978	0.958717053	0.0756106382
979	0.958717053	0.07560759718
980	0.9587721619	0.0756063895
981	0.958717053	0.07557565912
982	0.9587721619	0.07555082164
983	0.958717053	0.07553249545
984	0.958717053	0.07552112434
985	0.958717053	0.07551599534
986	0.9587721619	0.07551488951
987	0.9587721619	0.07548874977
988	0.9587721619	0.07548532316
989	0.9587721619	0.07544695384
990	0.9587721619	0.07544498226
991	0.9587721619	0.07544314892
992	0.9587721619	0.07544199216
993	0.9587721619	0.07543977323
994	0.9587721619	0.07543973686
995	0.9587721619	0.07542298938
996	0.9587721619	0.07541551049
997	0.9587721619	0.07541423734
998	0.9587721619	0.07540517973
999	0.9587721619	0.07539538734
