,ID_BUYER,Composite_Score
0,16687639,0.9998683878366241
1,10600848,0.8490635141884766
2,335137,0.8471004787251846
3,8284368,0.8469195710520837
4,9193752,0.8404239756116565
5,1395440,0.8385946959282085
6,8101105,0.8328214497243824
7,2902113,0.8324126425808549
8,15497171,0.8313413039349967
9,15284711,0.82928943453068
10,5818620,0.8285276553594731
11,15042553,0.8278044343337699
12,9255565,0.8264177940430071
13,17176152,0.8255166518249405
14,17351618,0.8253115160642758
15,3545140,0.825110000114134
16,15782933,0.8250708549605472
17,4804870,0.8235396948358952
18,2941202,0.8234452923902205
19,3753396,0.8227972938323462
20,15107264,0.8214474014443354
21,2372583,0.8210244569902011
22,9999488,0.8201089906992546
23,17123468,0.8198336882102574
24,14222051,0.8195273906828456
25,15345909,0.8193240781199771
26,2021894,0.8189721136917871
27,11780669,0.8182733762115845
28,17254649,0.8176585154249297
29,12885107,0.8173478911786516
30,1793284,0.8170347628557207
31,8271847,0.8168647112419415
32,4242578,0.816688913727295
33,1779086,0.8165490265648961
34,16993440,0.8165120594801879
35,2137090,0.8165049262418193
36,4380815,0.8164443791797303
37,13452295,0.816027436964305
38,14638168,0.8159261639957294
39,1885116,0.8157591915808368
40,4946262,0.8154891427292276
41,17814015,0.8153834455581536
42,16948707,0.8153119204982858
43,17368061,0.8151590086415778
44,15468274,0.8150164361129274
45,18290070,0.8149364495499437
46,9297396,0.8149307669369907
47,16525824,0.8146992206520519
48,7839949,0.8145788882876412
49,14711126,0.8145360539215447
50,5594414,0.814318751427444
51,6923981,0.8142091488733947
52,4772288,0.8142071123253991
53,2910518,0.8141977161619113
54,18085320,0.8139073337492926
55,14753893,0.8139038943675605
56,16571904,0.8138118389556039
57,10452469,0.8137092411432971
58,17885771,0.8133486172385133
59,15568486,0.8132924263655974
60,7630316,0.8132534475665905
61,12179016,0.8130854769038235
62,17178285,0.8129825174726167
63,16135650,0.8128937644369381
64,17652623,0.8128631433470574
65,17540499,0.8128601996142266
66,4437549,0.8128443629071564
67,6362627,0.8127549897329619
68,17835518,0.8126763238671317
69,13019757,0.8126014970362384
70,15588609,0.8125324837216502
71,11472731,0.812526864216081
72,17148339,0.8123872236745726
73,16132174,0.8123606375918093
74,15587003,0.8122001332235745
75,905552,0.8121939551592278
76,8446428,0.8121772418254923
77,11429731,0.8121311296156429
78,7391160,0.8121283186410594
79,15237465,0.8118774617611826
80,1658334,0.8114842867305037
81,15705369,0.8114606773048493
82,252542,0.8114427419050396
83,8382511,0.8114250889370384
84,16366696,0.8112953415311568
85,1432458,0.8111985007469809
86,4081693,0.8111661333964995
87,1087517,0.8111585116388131
88,3923635,0.811067733881664
89,6146048,0.8109637265315318
90,4933320,0.8109172426165068
91,6920953,0.8108565265437534
92,13087715,0.8108553589346192
93,17186603,0.810816371176948
94,17342522,0.8107550612286326
95,12294651,0.8107206886647996
96,15416188,0.810625366211546
97,10291926,0.8105420870301856
98,2394760,0.8105411610108255
99,12873326,0.8104750612501737
100,17038907,0.8104661852954664
101,5270886,0.810422728159756
102,16933426,0.8103751497877563
103,2436919,0.8103632808424015
104,17172673,0.8102623920950094
105,8538181,0.8101649216602316
106,3268992,0.8101292266956716
107,16573155,0.8100903229080038
108,15388823,0.8100211820774724
109,17136661,0.8099035493314033
110,3715877,0.8098901009391586
111,6805143,0.8097191376441168
112,4528544,0.8096848150951288
113,7298876,0.8096763698871323
114,17428699,0.8095136654593416
115,17772402,0.8095001427417153
116,14017761,0.8094608729619149
117,4494153,0.8093977014918414
118,12569518,0.8093783009566667
119,2226616,0.8093104491919093
120,1665484,0.8092554380471523
121,1380852,0.8092148735379803
122,10928576,0.8091888258857434
123,16457357,0.8091435021981436
124,11601597,0.809138780714275
125,9636858,0.8091376748237188
126,6523588,0.8091366116664617
127,7045495,0.8091090703687029
128,3806187,0.8090422642730775
129,3072775,0.8090415555888584
130,16087229,0.8090246276622725
131,7988081,0.8090064030191325
132,862075,0.8088790349988714
133,15596133,0.8087957536531137
134,8908862,0.8087279484181594
135,13971123,0.8086682961156646
136,16266992,0.8086235077335748
137,10825307,0.8085800772984225
138,14464633,0.8085790976138749
139,15649347,0.8085466225166629
140,7851849,0.8085340013630548
141,831045,0.8084940082155316
142,15321136,0.8084601961035971
143,15481709,0.8084397252080225
144,9142867,0.8084309733521707
145,15965081,0.8084121057851849
146,15484723,0.808372378974249
147,4713984,0.8083707349367635
148,9913084,0.8083664711788524
149,10226402,0.8082935673913917
150,6258140,0.8082705505863975
151,9906408,0.80825087696866
152,1526920,0.8082465267084892
153,17980180,0.808228795025839
154,18182470,0.8081851440562278
155,4772032,0.8081600565878647
156,17225345,0.8081509500200946
157,14055602,0.8081464152404442
158,16893197,0.808125993715126
159,15466101,0.8081239300859702
160,17573456,0.808119122397499
